transaction_id,account_number,transaction_type,transaction_amount,account_holder_country,purchase_country,credit_card_type,card_balance,card_limit,account_holder_income
5872,510591,cash_withdrawal,77.45,Mexico,Mexico,amex,1494.85,2386.49,57146.01
5873,607235,purchase,84.93,Canada,Canada,amex,985.0,4708.29,47802.28
5874,613951,cash_withdrawal,39.68,USA,USA,amex,856.66,1573.61,45270.5
5875,427350,online_payment,58.9,Canada,Canada,mastercard,800.02,2143.28,52236.05
5876,982894,purchase,1201.25,USA,India,mastercard,1700.16,4545.45,28769.84
5877,791967,purchase,34.99,Mexico,Mexico,mastercard,1074.1,5295.2,56946.53
5878,707466,online_payment,47.53,Canada,Canada,amex,1116.92,3828.21,39778.96
5879,799746,purchase,1.0,Canada,Canada,mastercard,1049.68,1896.44,76467.38
5880,878754,purchase,51.22,Canada,Canada,mastercard,1034.27,2747.26,61778.73
5881,539503,online_payment,69.33,Mexico,Mexico,mastercard,820.92,5254.1,48573.58
5882,186724,purchase,45.11,Mexico,Mexico,mastercard,1525.91,2144.78,62459.48
5883,853492,purchase,35.25,USA,USA,visa,302.71,1262.6,37911.18
5884,196393,online_payment,72.46,USA,USA,mastercard,1203.02,6010.12,28953.78
5885,700600,purchase,2185.26,Canada,Germany,visa,4049.75,6780.47,26832.57
5886,961756,online_payment,32.41,USA,USA,amex,1227.99,6002.86,40202.21
5887,695484,online_payment,30.07,Mexico,Mexico,visa,661.66,2850.57,57358.42
5888,694302,cash_withdrawal,48.21,Mexico,Mexico,amex,1395.15,4868.86,53774.57
5889,501426,cash_withdrawal,2044.18,Mexico,Brazil,mastercard,6858.21,9513.74,36932.86
5890,766282,purchase,814.43,Canada,UK,visa,1354.08,5954.54,24911.25
5891,529505,purchase,42.79,Canada,Canada,mastercard,1161.5,4343.74,29929.84
5892,622313,cash_withdrawal,55.04,USA,USA,mastercard,886.95,5258.87,73639.44
5893,133340,cash_withdrawal,63.06,USA,USA,mastercard,1443.44,4424.56,38545.43
5894,401994,online_payment,27.19,Mexico,Mexico,amex,519.89,5402.44,59764.97
5895,596915,cash_withdrawal,1.0,Mexico,Mexico,visa,413.38,4824.81,28218.79
5896,737999,online_payment,19.87,Canada,Canada,visa,988.37,5264.61,67125.72
5897,839538,cash_withdrawal,63.6,Canada,Canada,mastercard,1334.58,4721.68,63417.5
5898,111094,purchase,2209.78,Canada,USA,amex,3839.55,7974.49,30234.88
5899,974391,cash_withdrawal,1459.11,Mexico,Mexico,mastercard,3147.75,3659.6,36796.22
5900,892173,online_payment,15.78,USA,USA,amex,1075.83,3499.72,39260.17
5901,735873,cash_withdrawal,71.42,Mexico,Mexico,visa,955.16,2001.62,57811.33
5902,565590,purchase,2585.97,Mexico,China,visa,3750.21,6594.49,29749.92
5903,610491,cash_withdrawal,63.45,USA,USA,amex,933.04,4489.4,54757.25
5904,484708,online_payment,59.05,Canada,Canada,visa,931.87,4334.05,41678.53
5905,168798,online_payment,36.83,Mexico,Mexico,amex,1415.76,3920.08,33154.48
5906,301604,purchase,44.93,USA,USA,mastercard,1166.88,5139.12,57847.83
5907,210130,cash_withdrawal,22.47,Canada,Canada,mastercard,1529.6,6199.53,46397.37
5908,908596,purchase,64.69,Mexico,Mexico,mastercard,996.2,2023.29,29913.59
5909,790955,cash_withdrawal,88.44,Canada,Canada,visa,877.46,5788.87,41984.68
5910,130257,online_payment,63.96,USA,USA,amex,1322.14,4823.46,77352.59
5911,507427,purchase,46.59,Canada,Canada,amex,1294.79,5628.44,52272.81
5912,982421,online_payment,32.12,Mexico,Mexico,mastercard,1310.43,4282.15,48740.84
5913,152691,online_payment,2289.84,Mexico,Canada,amex,5724.61,9084.54,37524.34
5914,704056,online_payment,5.43,Canada,Canada,amex,1556.69,4678.08,63217.03
5915,518829,online_payment,61.19,Canada,Canada,visa,557.15,1702.47,64393.64
5916,638314,online_payment,1.0,Canada,Canada,visa,1266.47,4405.7,53887.69
5917,849450,cash_withdrawal,55.16,USA,USA,mastercard,1090.18,2255.23,33667.03
5918,393052,cash_withdrawal,33.11,Canada,Canada,amex,1103.52,4379.92,53086.49
5919,643898,online_payment,17.9,Mexico,Mexico,amex,763.97,5744.38,50363.7
5920,277718,online_payment,1.0,Mexico,Mexico,visa,1207.05,4585.38,30404.52
5921,598357,cash_withdrawal,20.86,USA,USA,visa,1557.98,5665.05,39309.91
5922,425329,purchase,66.21,Mexico,Mexico,mastercard,694.28,1333.09,28696.29
5923,958999,online_payment,59.12,USA,USA,mastercard,1453.47,2799.74,65702.58
5924,278646,purchase,92.79,USA,USA,mastercard,907.75,1770.39,61865.12
5925,618420,purchase,42.83,Canada,Canada,visa,718.63,5302.87,51136.81
5926,322123,online_payment,45.94,USA,USA,visa,1539.98,3118.44,54499.62
5927,595236,cash_withdrawal,49.13,Canada,Canada,amex,769.62,2607.98,87681.59
5928,922614,online_payment,54.13,Canada,Canada,visa,1169.82,2046.38,59396.35
5929,591006,purchase,40.11,Mexico,Mexico,mastercard,991.57,4399.04,45728.64
5930,643576,cash_withdrawal,36.52,USA,USA,mastercard,1176.37,2108.02,58670.92
5931,965256,purchase,29.37,Mexico,Mexico,amex,952.18,2364.31,63738.52
5932,708713,cash_withdrawal,96.05,USA,USA,amex,1247.78,5921.39,71869.64
5933,100917,purchase,69.24,Mexico,Mexico,visa,741.03,5650.39,48161.94
5934,962034,online_payment,33.7,USA,USA,amex,752.81,1963.2,49148.08
5935,951007,cash_withdrawal,1826.4,USA,USA,mastercard,3332.0,7156.82,21658.54
5936,958950,cash_withdrawal,77.58,Canada,Canada,mastercard,665.43,1738.17,16518.47
5937,877475,online_payment,68.49,USA,USA,amex,1079.09,2570.55,38598.67
5938,139104,online_payment,80.98,Mexico,Mexico,amex,1090.21,5513.13,67956.44
5939,773422,purchase,33.78,Mexico,Mexico,mastercard,840.29,2951.64,24976.76
5940,379143,online_payment,61.09,Canada,Canada,amex,839.34,5454.24,47238.66
5941,362091,cash_withdrawal,21.45,Mexico,Mexico,visa,936.51,4795.9,51459.3
5942,555061,purchase,56.57,USA,USA,mastercard,1070.65,4686.51,51134.8
5943,503157,online_payment,928.61,Mexico,Australia,mastercard,6269.03,10015.01,30433.57
5944,685457,purchase,14.51,USA,USA,mastercard,1218.58,5358.53,52886.13
5945,254542,online_payment,1.0,Mexico,Mexico,amex,1287.4,3759.76,72652.64
5946,229744,cash_withdrawal,78.61,Canada,Canada,visa,1014.18,4708.35,43459.33
5947,997116,online_payment,54.13,Canada,Canada,amex,1396.06,5316.4,73910.26
5948,159821,cash_withdrawal,33.45,USA,USA,visa,829.79,4373.45,44778.22
5949,317741,purchase,100.92,Canada,Canada,amex,820.7,4766.56,26108.14
5950,349265,cash_withdrawal,1918.39,Mexico,Canada,visa,4470.38,8586.54,22441.05
5951,537651,cash_withdrawal,84.26,Mexico,Mexico,mastercard,1076.21,4047.89,57276.44
5952,497745,purchase,44.74,Canada,Canada,mastercard,1036.88,4802.04,50918.85
5953,314127,online_payment,23.85,Canada,Canada,amex,1046.12,3954.96,47010.25
5954,374336,cash_withdrawal,95.74,Canada,Canada,mastercard,1291.22,5355.36,68703.93
5955,436246,cash_withdrawal,73.25,Canada,Canada,mastercard,1634.34,5491.86,24211.28
5956,303834,cash_withdrawal,37.62,Canada,Canada,mastercard,442.46,5250.29,55156.1
5957,858826,purchase,17.28,Mexico,Mexico,visa,920.72,1634.07,54401.49
5958,186795,online_payment,60.84,Mexico,Mexico,visa,1239.64,1835.9,60527.95
5959,265159,purchase,45.85,Canada,Canada,amex,1483.56,6215.22,47605.64
5960,428821,purchase,7.2,USA,USA,mastercard,829.14,4958.47,57337.68
5961,759987,online_payment,20.59,Mexico,Mexico,mastercard,676.35,2448.63,55307.15
5962,343877,purchase,59.18,Mexico,Mexico,mastercard,946.74,3277.1,46522.65
5963,299298,cash_withdrawal,12.31,Canada,Canada,mastercard,1334.95,3097.41,67287.15
5964,598843,cash_withdrawal,21.42,Mexico,Mexico,amex,1217.53,6172.35,51938.57
5965,812793,purchase,74.71,Canada,Canada,amex,1254.01,6057.09,24951.1
5966,236285,purchase,1138.8,Canada,Canada,visa,4798.82,9334.09,40245.02
5967,202412,online_payment,21.35,Mexico,Mexico,amex,1451.58,2089.52,64272.62
5968,643692,online_payment,56.13,USA,USA,amex,1308.43,4537.7,53101.55
5969,216545,online_payment,71.01,USA,USA,mastercard,1539.59,3556.38,73176.34
5970,518596,purchase,2960.93,USA,India,amex,3478.48,8340.17,20748.61
5971,322128,purchase,46.04,Mexico,Mexico,amex,604.08,4061.92,65331.87
5972,774533,cash_withdrawal,49.22,Canada,Canada,mastercard,643.86,3408.27,35363.43
5973,808387,purchase,66.54,Canada,Canada,visa,894.31,1530.61,27716.86
5974,910421,purchase,35.75,Canada,Canada,visa,954.4,2147.61,58429.24
5975,885945,cash_withdrawal,33.31,Mexico,Mexico,amex,636.58,2745.94,39789.5
5976,470250,purchase,61.16,Mexico,Mexico,amex,952.05,1697.7,40319.17
5977,386663,cash_withdrawal,1451.87,Mexico,China,mastercard,5590.25,6838.29,48033.34
5978,881163,online_payment,2247.96,Mexico,China,visa,4356.76,6763.48,28773.17
5979,908871,online_payment,50.21,Mexico,Mexico,visa,812.63,5661.18,38132.74
5980,480714,online_payment,73.75,Canada,Canada,amex,999.2,3974.02,48647.24
5981,114995,purchase,54.8,Mexico,Mexico,amex,547.26,4725.49,63520.81
5982,123559,purchase,55.25,USA,USA,mastercard,950.57,2326.08,63785.23
5983,621244,cash_withdrawal,81.34,Mexico,Mexico,mastercard,1454.66,5888.66,43533.21
5984,451193,cash_withdrawal,1225.33,Mexico,Mexico,mastercard,1979.16,6875.08,34520.69
5985,498237,online_payment,52.58,Mexico,Mexico,visa,1594.3,2748.15,55741.44
5986,722288,online_payment,59.33,USA,USA,amex,1055.29,5098.97,51732.56
5987,776479,purchase,3193.3,Canada,UK,mastercard,6518.09,8051.78,34634.73
5988,544755,cash_withdrawal,65.97,USA,USA,mastercard,1530.92,4248.68,45803.54
5989,588051,purchase,23.72,USA,USA,amex,910.35,4824.18,62025.38
5990,925782,purchase,88.87,USA,USA,visa,964.01,4277.57,30369.52
5991,539439,cash_withdrawal,77.47,USA,USA,visa,721.26,4814.25,66581.88
5992,125517,online_payment,51.23,USA,USA,mastercard,459.36,1394.24,43414.0
5993,571869,online_payment,34.49,Canada,Canada,visa,1377.18,4546.71,38217.16
5994,515466,online_payment,98.31,USA,USA,amex,688.18,2751.04,39880.2
5995,315558,purchase,515.05,Canada,Canada,visa,3390.49,5366.23,44780.41
5996,576111,purchase,1411.82,Canada,Canada,visa,3779.25,5129.1,36880.45
5997,975564,online_payment,103.01,Canada,Canada,visa,1200.02,3237.04,55218.36
5998,584282,cash_withdrawal,8.94,Canada,Canada,amex,531.29,4542.27,55991.34
5999,560014,purchase,36.84,Mexico,Mexico,visa,1313.28,6179.46,56919.69
6000,547415,purchase,44.27,Mexico,Mexico,visa,1032.79,4819.58,18713.26
6001,617039,online_payment,43.24,Mexico,Mexico,amex,770.27,4506.49,73182.48
6002,945978,purchase,1444.34,Canada,Canada,visa,6506.32,10161.48,32702.08
6003,621396,cash_withdrawal,2523.97,USA,Brazil,mastercard,5078.52,7145.88,17202.28
6004,205686,cash_withdrawal,31.05,Canada,Canada,visa,1461.03,4229.32,36804.67
6005,712439,cash_withdrawal,52.33,Mexico,Mexico,visa,198.93,2789.14,44387.53
6006,365471,cash_withdrawal,65.19,Mexico,Mexico,visa,983.49,5323.79,28196.93
6007,744606,cash_withdrawal,52.04,Mexico,Mexico,mastercard,354.82,2272.72,63097.46
6008,819778,cash_withdrawal,69.89,Mexico,Mexico,visa,647.23,3472.69,43044.89
6009,587602,cash_withdrawal,44.25,Canada,Canada,amex,1297.51,3593.18,48868.13
6010,798148,purchase,59.74,Mexico,Mexico,mastercard,969.99,4802.88,60912.97
6011,740233,cash_withdrawal,68.11,USA,USA,mastercard,896.44,2017.71,59338.84
6012,313456,online_payment,2012.64,Mexico,Brazil,visa,4568.51,6472.15,20185.33
6013,408974,cash_withdrawal,63.64,Canada,Canada,visa,1078.88,3117.08,56429.64
6014,152446,online_payment,53.89,USA,USA,visa,1450.66,5523.96,31230.28
6015,508376,online_payment,41.26,Mexico,Mexico,visa,728.74,4332.67,49055.79
6016,811943,cash_withdrawal,58.27,Mexico,Mexico,mastercard,876.77,2689.12,63051.02
6017,527214,purchase,68.81,Mexico,Mexico,mastercard,205.09,1534.4,63027.0
6018,240148,purchase,82.6,Mexico,Mexico,visa,760.16,5473.62,10000.0
6019,693629,online_payment,2239.99,Canada,Australia,amex,6632.89,10306.52,32020.54
6020,131085,online_payment,80.16,Canada,Canada,mastercard,804.1,5534.59,48257.38
6021,417715,online_payment,35.89,Canada,Canada,visa,1126.74,4804.49,51580.5
6022,507931,online_payment,55.78,Mexico,Mexico,mastercard,1149.2,1692.19,45820.42
6023,624006,purchase,50.05,USA,USA,amex,1241.54,2292.09,45709.0
6024,490452,purchase,32.01,USA,USA,visa,835.84,2968.17,51505.27
6025,105750,cash_withdrawal,2531.31,Canada,Brazil,mastercard,5503.37,7819.88,34081.01
6026,440912,online_payment,85.47,USA,USA,amex,878.0,2351.73,61976.36
6027,611760,cash_withdrawal,120.91,Canada,Canada,amex,904.64,4556.21,39330.98
6028,135903,online_payment,58.77,Mexico,Mexico,mastercard,1148.32,3298.71,51624.82
6029,303561,cash_withdrawal,58.3,USA,USA,visa,677.11,3725.0,60898.79
6030,715324,purchase,25.64,Canada,Canada,mastercard,857.72,5669.61,65217.69
6031,712242,online_payment,38.62,Canada,Canada,mastercard,1156.7,2363.5,31442.81
6032,612493,purchase,66.85,Mexico,Mexico,amex,872.5,4368.09,41178.43
6033,527530,online_payment,59.98,Mexico,Mexico,mastercard,1378.07,3029.33,33559.82
6034,541441,cash_withdrawal,859.3,Mexico,UK,visa,3026.12,6818.72,39505.32
6035,969446,cash_withdrawal,89.58,USA,USA,amex,1534.73,5644.05,36186.95
6036,528395,cash_withdrawal,2243.06,Mexico,Mexico,visa,3493.44,7395.32,49583.94
6037,741593,purchase,78.56,USA,USA,amex,1281.72,5818.38,65501.7
6038,605633,cash_withdrawal,2421.38,USA,Brazil,amex,10902.39,14530.05,54751.16
6039,518554,cash_withdrawal,42.44,Canada,Canada,mastercard,1109.88,4268.06,69871.6
6040,585651,online_payment,26.08,Canada,Canada,visa,691.92,2003.07,33927.21
6041,300753,purchase,1905.25,Canada,Canada,mastercard,3124.75,8122.78,23321.7
6042,132101,cash_withdrawal,47.96,Canada,Canada,visa,571.47,4981.29,57490.86
6043,102775,purchase,2903.05,USA,China,amex,6010.94,10195.56,34742.94
6044,735785,purchase,2295.77,Mexico,India,mastercard,8745.81,12482.66,30152.69
6045,590399,cash_withdrawal,45.2,USA,USA,amex,836.69,5339.95,46914.83
6046,145619,cash_withdrawal,45.36,Mexico,Mexico,amex,931.51,4159.89,38138.6
6047,352388,purchase,55.67,USA,USA,visa,1285.66,2894.64,32341.7
6048,512755,cash_withdrawal,39.77,Mexico,Mexico,mastercard,1332.88,2260.86,62830.25
6049,857634,online_payment,41.07,Mexico,Mexico,amex,1080.88,4845.02,30342.77
6050,943556,cash_withdrawal,111.74,USA,USA,visa,1318.1,4321.04,42908.34
6051,165149,purchase,49.08,Mexico,Mexico,amex,307.49,3051.83,60130.84
6052,126616,online_payment,964.76,Canada,India,visa,3534.45,6992.08,30128.62
6053,846055,online_payment,77.88,Mexico,Mexico,amex,1130.7,5177.49,63123.2
6054,285639,purchase,47.67,Canada,Canada,visa,1465.73,5107.68,42244.82
6055,792459,purchase,1593.38,Mexico,Germany,amex,5504.62,7771.31,22110.27
6056,306903,cash_withdrawal,41.38,Canada,Canada,mastercard,866.66,5589.22,50369.98
6057,331318,cash_withdrawal,43.29,Canada,Canada,amex,1250.74,2425.9,30755.51
6058,948231,purchase,54.65,USA,USA,visa,1209.88,5729.18,49795.6
6059,452365,purchase,59.84,USA,USA,amex,756.46,3811.86,60815.4
6060,387623,purchase,47.53,USA,USA,visa,764.54,5580.62,69195.66
6061,461309,online_payment,38.61,USA,USA,amex,1157.79,4705.79,34044.68
6062,155863,online_payment,802.25,USA,USA,visa,4856.25,8261.24,66818.74
6063,273115,cash_withdrawal,61.53,Canada,Canada,mastercard,1190.96,5014.75,60265.38
6064,969001,purchase,97.4,Canada,Canada,visa,1282.56,5611.79,68563.41
6065,595654,online_payment,57.0,Mexico,Mexico,mastercard,958.59,1593.67,79569.13
6066,603323,online_payment,38.39,Mexico,Mexico,amex,320.24,1918.99,51210.6
6067,508624,cash_withdrawal,398.4,USA,Australia,mastercard,5117.66,9267.29,14412.61
6068,877635,purchase,63.73,Canada,Canada,mastercard,1124.64,4335.85,31635.98
6069,813340,cash_withdrawal,54.61,Mexico,Mexico,visa,948.95,3039.88,44208.64
6070,378495,purchase,75.22,Canada,Canada,visa,996.41,2063.88,59407.02
6071,235203,cash_withdrawal,1311.78,USA,Mexico,mastercard,6658.27,11034.04,18801.43
6072,347908,purchase,38.57,USA,USA,mastercard,1106.47,1777.03,44236.76
6073,931257,purchase,23.33,Canada,Canada,visa,1502.27,6070.05,40612.67
6074,897781,online_payment,88.55,USA,USA,amex,1233.89,4023.23,35912.71
6075,292003,purchase,62.45,USA,USA,visa,904.05,5729.59,38799.4
6076,930686,purchase,26.91,USA,USA,visa,1260.41,2398.27,41324.21
6077,924657,online_payment,89.53,Mexico,Mexico,mastercard,888.18,5151.53,35355.46
6078,597599,cash_withdrawal,72.93,USA,USA,mastercard,1105.64,1772.24,48842.78
6079,374597,online_payment,31.86,Mexico,Mexico,amex,1126.27,5145.46,27053.65
6080,774174,cash_withdrawal,23.19,Canada,Canada,amex,1001.13,2811.83,58904.65
6081,773623,purchase,52.64,Canada,Canada,amex,1193.47,3128.7,60426.06
6082,701982,purchase,40.03,Mexico,Mexico,visa,888.05,1629.81,55516.32
6083,640023,purchase,25.82,Mexico,Mexico,mastercard,752.13,4774.98,33431.66
6084,934325,purchase,17.01,Canada,Canada,mastercard,1439.99,4895.28,55813.75
6085,800033,online_payment,1.0,USA,USA,visa,1118.38,4256.28,70785.37
6086,844822,purchase,78.43,USA,USA,amex,545.68,3675.78,35107.57
6087,669354,cash_withdrawal,55.21,Canada,Canada,mastercard,1271.3,5695.64,52333.16
6088,855675,online_payment,23.72,Canada,Canada,amex,619.24,2036.92,68569.39
6089,234445,online_payment,3894.19,Canada,Mexico,amex,5317.18,9281.99,35787.45
6090,503551,cash_withdrawal,1.0,USA,USA,amex,954.72,3808.47,60888.64
6091,897124,purchase,48.83,Canada,Canada,visa,1059.49,3899.04,48312.87
6092,669829,online_payment,70.95,Canada,Canada,mastercard,967.24,5201.38,52178.63
6093,265129,purchase,2146.08,USA,USA,mastercard,2919.48,7067.37,10000.0
6094,691271,online_payment,44.37,Mexico,Mexico,mastercard,642.77,5382.73,38700.32
6095,774943,cash_withdrawal,94.12,Mexico,Mexico,mastercard,1042.73,1992.22,46329.56
6096,253837,purchase,35.79,Canada,Canada,mastercard,646.98,2348.52,24642.4
6097,814647,online_payment,78.81,USA,USA,visa,1054.42,6039.05,51200.47
6098,971535,online_payment,41.7,USA,USA,amex,1246.37,2541.09,46148.77
6099,835035,cash_withdrawal,64.47,Mexico,Mexico,visa,1291.64,3118.23,78231.78
6100,277597,cash_withdrawal,1.0,Mexico,Mexico,amex,714.4,3442.2,47224.63
6101,793590,online_payment,72.65,Mexico,Mexico,amex,1247.89,4103.0,49625.62
6102,512736,cash_withdrawal,1850.02,USA,China,amex,7650.57,9547.15,36121.06
6103,578454,online_payment,81.57,Mexico,Mexico,amex,900.99,5898.62,69679.02
6104,545150,cash_withdrawal,77.96,Canada,Canada,mastercard,920.92,5868.11,54093.99
6105,387710,cash_withdrawal,1307.74,Mexico,Germany,mastercard,4082.82,4661.96,15635.51
6106,959625,cash_withdrawal,1264.82,Mexico,Australia,visa,7457.43,9989.39,30399.16
6107,596440,cash_withdrawal,2027.14,Canada,Canada,amex,1275.16,2970.93,40383.15
6108,523350,purchase,1803.39,Canada,UK,amex,4985.12,9253.73,35581.17
6109,503561,purchase,1908.62,Mexico,Mexico,visa,4066.29,8108.46,24714.3
6110,876372,online_payment,30.91,Mexico,Mexico,amex,656.73,5448.53,49275.75
6111,745303,cash_withdrawal,52.54,USA,USA,amex,951.52,3073.48,61981.31
6112,272257,purchase,68.05,Canada,Canada,visa,1504.13,3653.48,48310.54
6113,870824,purchase,74.14,Mexico,Mexico,amex,1062.12,1963.61,43380.6
6114,324021,cash_withdrawal,15.06,Mexico,Mexico,mastercard,794.97,3381.39,49622.22
6115,755244,purchase,752.5,USA,USA,mastercard,3057.39,6795.49,42062.5
6116,695032,purchase,12.95,Mexico,Mexico,visa,996.07,5758.46,55709.32
6117,395599,online_payment,2264.63,Mexico,UK,visa,4576.3,6677.34,25257.17
6118,608433,cash_withdrawal,53.9,Canada,Canada,mastercard,631.75,1440.16,42867.78
6119,416363,cash_withdrawal,5.2,Canada,Canada,mastercard,1003.35,5973.17,57032.33
6120,932423,cash_withdrawal,38.36,Mexico,Mexico,amex,851.11,4074.6,47047.95
6121,697904,purchase,50.9,Mexico,Mexico,mastercard,1109.18,4228.19,41894.82
6122,711726,purchase,62.52,Canada,Canada,amex,763.4,4070.59,47708.25
6123,216841,online_payment,52.97,USA,USA,amex,1038.29,4274.86,41685.36
6124,764846,cash_withdrawal,11.01,Mexico,Mexico,visa,1060.83,5903.84,12341.06
6125,269934,cash_withdrawal,42.77,Mexico,Mexico,visa,1431.64,2148.39,42558.97
6126,877022,purchase,51.26,Mexico,Mexico,mastercard,1026.37,1627.35,30312.74
6127,683158,cash_withdrawal,1.0,Mexico,Mexico,visa,624.38,4846.28,43773.24
6128,186694,online_payment,55.25,USA,USA,visa,1129.72,3286.14,56814.98
6129,337068,cash_withdrawal,42.36,USA,USA,amex,886.89,5865.48,24777.93
6130,930288,cash_withdrawal,63.03,Mexico,Mexico,visa,744.09,3983.82,51691.26
6131,201407,cash_withdrawal,19.96,Canada,Canada,amex,1106.16,4836.9,51618.93
6132,593960,cash_withdrawal,87.58,Canada,Canada,mastercard,1323.51,2296.06,46680.9
6133,655667,purchase,37.67,USA,USA,mastercard,1292.29,6287.69,40067.94
6134,951161,cash_withdrawal,46.84,Canada,Canada,visa,1078.28,3050.49,50703.0
6135,521594,purchase,1448.06,USA,Mexico,visa,6661.12,8610.51,22360.85
6136,336500,cash_withdrawal,2754.57,Mexico,India,visa,5357.89,7773.25,10000.0
6137,678641,purchase,29.75,Canada,Canada,visa,634.81,3424.06,56491.47
6138,805356,online_payment,2.82,USA,USA,visa,961.73,2682.83,60588.97
6139,900463,online_payment,100.83,USA,USA,visa,1721.0,5023.1,21362.08
6140,311144,online_payment,62.77,USA,USA,mastercard,779.78,5097.9,36400.51
6141,690270,online_payment,40.29,Mexico,Mexico,visa,765.38,5429.88,47604.94
6142,136683,online_payment,1265.24,USA,USA,mastercard,3576.87,7436.38,22540.53
6143,214091,cash_withdrawal,14.41,Mexico,Mexico,mastercard,1154.23,4940.94,53908.15
6144,217797,purchase,18.45,Mexico,Mexico,mastercard,984.4,4035.85,19374.23
6145,510834,cash_withdrawal,8.07,Mexico,Mexico,mastercard,794.33,1639.64,70056.74
6146,630875,online_payment,23.12,Mexico,Mexico,visa,674.17,1601.73,39010.01
6147,424934,cash_withdrawal,51.87,Mexico,Mexico,amex,1382.05,1927.76,44497.69
6148,393624,purchase,1.0,USA,USA,mastercard,1475.56,3142.17,39256.73
6149,853890,online_payment,2207.85,Canada,Canada,amex,5052.26,9895.88,51772.29
6150,775887,purchase,72.44,USA,USA,amex,794.75,3183.8,47389.02
6151,385713,purchase,1385.45,Mexico,UK,visa,3369.59,5375.27,28937.08
6152,897583,purchase,2388.43,Mexico,Mexico,amex,2472.37,3571.65,39021.43
6153,564310,online_payment,59.63,Canada,Canada,amex,1265.12,3762.18,40905.44
6154,290246,cash_withdrawal,63.39,Mexico,Mexico,mastercard,698.44,3849.1,69478.27
6155,669027,purchase,50.96,Mexico,Mexico,mastercard,1395.13,2502.6,44300.2
6156,657242,online_payment,17.06,USA,USA,mastercard,970.16,5113.45,55800.37
6157,868223,online_payment,61.07,Mexico,Mexico,visa,1200.85,3715.71,61033.98
6158,209373,purchase,1765.66,USA,UK,amex,2045.84,2580.53,20675.19
6159,658988,purchase,36.71,Canada,Canada,mastercard,1250.03,5638.17,30395.76
6160,223728,online_payment,33.32,Mexico,Mexico,visa,840.83,3965.13,45228.02
6161,953220,online_payment,24.77,Canada,Canada,amex,932.19,4990.94,48432.54
6162,695333,online_payment,42.98,Canada,Canada,visa,1312.65,2119.54,52437.97
6163,531058,cash_withdrawal,59.27,Canada,Canada,visa,1015.34,1963.54,97483.79
6164,769260,purchase,68.04,Canada,Canada,mastercard,836.31,4074.09,51811.69
6165,966491,purchase,27.83,Canada,Canada,visa,744.6,1766.33,43469.37
6166,626169,online_payment,10.16,Canada,Canada,amex,1449.81,5261.85,48128.2
6167,907221,purchase,1941.93,USA,Australia,amex,4875.18,7920.91,19444.04
6168,488227,online_payment,81.95,USA,USA,visa,553.03,3399.12,18065.46
6169,188059,online_payment,1997.95,Mexico,USA,amex,4552.57,7459.77,19416.4
6170,838854,cash_withdrawal,59.85,Canada,Canada,amex,1062.05,2162.14,35632.52
6171,932583,purchase,73.27,Mexico,Mexico,visa,233.5,3452.56,45519.67
6172,542136,purchase,88.58,USA,USA,visa,752.16,4984.74,48266.07
6173,733676,online_payment,65.47,Mexico,Mexico,amex,1217.6,4904.15,57327.8
6174,298303,online_payment,111.95,Canada,Canada,amex,1319.29,2761.02,46194.03
6175,611162,online_payment,24.45,Canada,Canada,amex,887.89,5460.89,70071.33
6176,573573,online_payment,28.9,Mexico,Mexico,amex,1187.53,4890.02,52832.71
6177,365406,cash_withdrawal,31.94,USA,USA,amex,805.25,4178.97,78553.57
6178,429125,online_payment,14.38,USA,USA,visa,1038.88,5636.59,51217.41
6179,181972,purchase,66.7,Mexico,Mexico,visa,1815.5,5414.86,76469.2
6180,437629,purchase,64.08,Canada,Canada,amex,1263.77,1770.79,55597.0
6181,154722,cash_withdrawal,1710.57,USA,India,mastercard,6620.41,11094.09,19710.11
6182,975931,purchase,46.24,Mexico,Mexico,mastercard,892.76,4454.66,19346.38
6183,281890,purchase,36.12,USA,USA,visa,823.2,2034.8,40196.29
6184,369045,online_payment,2720.44,Canada,Canada,amex,5729.13,6333.09,16290.77
6185,217473,cash_withdrawal,71.88,Mexico,Mexico,amex,1243.63,5675.12,63437.35
6186,592239,cash_withdrawal,1510.14,USA,USA,amex,333.62,1350.84,10000.0
6187,370741,purchase,18.85,USA,USA,amex,568.49,3251.33,44689.07
6188,491775,cash_withdrawal,1818.66,USA,Germany,mastercard,3895.93,5680.88,28539.49
6189,623260,online_payment,79.19,Mexico,Mexico,visa,1267.28,3581.63,41033.05
6190,950341,cash_withdrawal,2293.92,Mexico,UK,mastercard,5644.98,7838.37,22175.51
6191,958823,purchase,26.68,USA,USA,visa,552.11,1127.65,65820.53
6192,839574,purchase,70.57,Mexico,Mexico,amex,985.54,4677.48,60242.43
6193,425437,purchase,53.09,USA,USA,visa,784.25,3207.82,54686.54
6194,868184,cash_withdrawal,42.81,Mexico,Mexico,mastercard,1500.13,5306.52,72382.35
6195,256877,online_payment,58.88,Canada,Canada,mastercard,1150.75,5056.99,44455.89
6196,584895,online_payment,27.74,Canada,Canada,visa,777.16,1432.97,56429.71
6197,636162,cash_withdrawal,1315.04,USA,China,mastercard,5825.8,8118.9,37395.46
6198,848425,cash_withdrawal,30.05,Mexico,Mexico,mastercard,864.44,3253.1,53380.45
